Date,City,Fuel_Type,RSP
2021-07-25,Delhi,Diesel,89.87
2021-07-25,Mumbai,Diesel,97.45
2021-07-25,Chennai,Diesel,94.39
2021-07-25,Kolkata,Diesel,93.02
2021-07-24,Delhi,Petrol,101.84
2021-07-24,Mumbai,Petrol,107.83
2021-07-24,Chennai,Petrol,102.49
2021-07-24,Kolkata,Petrol,102.08
2021-07-24,Delhi,Diesel,89.87
2021-07-24,Mumbai,Diesel,97.45
2021-07-24,Chennai,Diesel,94.39
2021-07-24,Kolkata,Diesel,93.02
2021-07-23,Delhi,Petrol,101.84
2021-07-23,Mumbai,Petrol,107.83
2021-07-23,Chennai,Petrol,102.49
2021-07-23,Kolkata,Petrol,102.08
2021-07-23,Delhi,Diesel,89.87
2021-07-23,Mumbai,Diesel,97.45
2021-07-23,Chennai,Diesel,94.39
2021-07-23,Kolkata,Diesel,93.02
2021-07-22,Delhi,Petrol,101.84
2021-07-22,Mumbai,Petrol,107.83
2021-07-22,Chennai,Petrol,102.49
2021-07-22,Kolkata,Petrol,102.08
2021-07-22,Delhi,Diesel,89.87
2021-07-22,Mumbai,Diesel,97.45
2021-07-22,Chennai,Diesel,94.39
2021-07-22,Kolkata,Diesel,93.02
2021-07-21,Delhi,Petrol,101.84
2021-07-21,Mumbai,Petrol,107.83
2021-07-21,Chennai,Petrol,102.49
2021-07-21,Kolkata,Petrol,102.08
2021-07-21,Delhi,Diesel,89.87
2021-07-21,Mumbai,Diesel,97.45
2021-07-21,Chennai,Diesel,94.39
2021-07-21,Kolkata,Diesel,93.02
2021-07-20,Delhi,Petrol,101.84
2021-07-20,Mumbai,Petrol,107.83
2021-07-20,Chennai,Petrol,102.49
2021-07-20,Kolkata,Petrol,102.08
2021-07-20,Delhi,Diesel,89.87
2021-07-20,Mumbai,Diesel,97.45
2021-07-20,Chennai,Diesel,94.39
2021-07-20,Kolkata,Diesel,93.02
2021-07-19,Delhi,Petrol,101.84
2021-07-19,Mumbai,Petrol,107.83
2021-07-19,Chennai,Petrol,102.49
2021-07-19,Kolkata,Petrol,102.08
2021-07-19,Delhi,Diesel,89.87
2021-07-19,Mumbai,Diesel,97.45
2021-07-19,Chennai,Diesel,94.39
2021-07-19,Kolkata,Diesel,93.02
2021-07-18,Delhi,Petrol,101.84
2021-07-18,Mumbai,Petrol,107.83
2021-07-18,Chennai,Petrol,102.49
2021-07-18,Kolkata,Petrol,102.08
2021-07-18,Delhi,Diesel,89.87
2021-07-18,Mumbai,Diesel,97.45
2021-07-18,Chennai,Diesel,94.39
2021-07-18,Kolkata,Diesel,93.02
2021-07-17,Delhi,Petrol,101.84
2021-07-17,Mumbai,Petrol,107.83
2021-07-17,Chennai,Petrol,102.49
2021-07-17,Kolkata,Petrol,102.08
2021-07-17,Delhi,Diesel,89.87
2021-07-17,Mumbai,Diesel,97.45
2021-07-17,Chennai,Diesel,94.39
2021-07-17,Kolkata,Diesel,93.02
2021-07-16,Delhi,Petrol,101.54
2021-07-16,Mumbai,Petrol,107.54
2021-07-16,Chennai,Petrol,102.23
2021-07-16,Kolkata,Petrol,101.74
2021-07-16,Delhi,Diesel,89.87
2021-07-16,Mumbai,Diesel,97.45
2021-07-16,Chennai,Diesel,94.39
2021-07-16,Kolkata,Diesel,93.02
2021-07-15,Delhi,Petrol,101.54
2021-07-15,Mumbai,Petrol,107.54
2021-07-15,Chennai,Petrol,102.23
2021-07-15,Kolkata,Petrol,101.74
2021-07-15,Delhi,Diesel,89.87
2021-07-15,Mumbai,Diesel,97.45
2021-07-15,Chennai,Diesel,94.39
2021-07-15,Kolkata,Diesel,93.02
2021-07-14,Delhi,Petrol,101.19
2021-07-14,Mumbai,Petrol,107.2
2021-07-14,Chennai,Petrol,101.92
2021-07-14,Kolkata,Petrol,101.35
2021-07-14,Delhi,Diesel,89.72
2021-07-14,Mumbai,Diesel,97.29
2021-07-14,Chennai,Diesel,94.24
2021-07-14,Kolkata,Diesel,92.81
2021-07-13,Delhi,Petrol,101.19
2021-07-13,Mumbai,Petrol,107.2
2021-07-13,Chennai,Petrol,101.92
2021-07-13,Kolkata,Petrol,101.35
2021-07-13,Delhi,Diesel,89.72
2021-07-13,Mumbai,Diesel,97.29
2021-07-13,Chennai,Diesel,94.24
2021-07-13,Kolkata,Diesel,92.81
2021-07-12,Delhi,Petrol,101.19
2021-07-12,Mumbai,Petrol,107.2
2021-07-12,Chennai,Petrol,101.92
2021-07-12,Kolkata,Petrol,101.35
2021-07-12,Delhi,Diesel,89.72
2021-07-12,Mumbai,Diesel,97.29
2021-07-12,Chennai,Diesel,94.24
2021-07-12,Kolkata,Diesel,92.81
2021-07-11,Delhi,Petrol,100.91
2021-07-11,Mumbai,Petrol,106.93
2021-07-11,Chennai,Petrol,101.67
2021-07-11,Kolkata,Petrol,101.01
2021-07-11,Delhi,Diesel,89.88
2021-07-11,Mumbai,Diesel,97.46
2021-07-11,Chennai,Diesel,94.39
2021-07-11,Kolkata,Diesel,92.97
2021-07-10,Delhi,Petrol,100.91
2021-07-10,Mumbai,Petrol,106.93
2021-07-10,Chennai,Petrol,101.67
2021-07-10,Kolkata,Petrol,101.01
2021-07-10,Delhi,Diesel,89.88
2021-07-10,Mumbai,Diesel,97.46
2021-07-10,Chennai,Diesel,94.39
2021-07-10,Kolkata,Diesel,92.97
2021-07-09,Delhi,Petrol,100.56
2021-07-09,Mumbai,Petrol,106.59
2021-07-09,Chennai,Petrol,101.37
2021-07-09,Kolkata,Petrol,100.62
2021-07-09,Delhi,Diesel,89.62
2021-07-09,Mumbai,Diesel,97.18
2021-07-09,Chennai,Diesel,94.15
2021-07-09,Kolkata,Diesel,92.65
2021-07-08,Delhi,Petrol,100.56
2021-07-08,Mumbai,Petrol,106.59
2021-07-08,Chennai,Petrol,101.37
2021-07-08,Kolkata,Petrol,100.62
2021-07-08,Delhi,Diesel,89.62
2021-07-08,Mumbai,Diesel,97.18
2021-07-08,Chennai,Diesel,94.15
2021-07-08,Kolkata,Diesel,92.65
2021-07-07,Delhi,Petrol,100.21
2021-07-07,Mumbai,Petrol,106.25
2021-07-07,Chennai,Petrol,101.06
2021-07-07,Kolkata,Petrol,100.23
2021-07-07,Delhi,Diesel,89.53
2021-07-07,Mumbai,Diesel,97.09
2021-07-07,Chennai,Diesel,94.06
2021-07-07,Kolkata,Diesel,92.5
2021-07-06,Delhi,Petrol,99.86
2021-07-06,Mumbai,Petrol,105.92
2021-07-06,Chennai,Petrol,100.75
2021-07-06,Kolkata,Petrol,99.84
2021-07-06,Delhi,Diesel,89.36
2021-07-06,Mumbai,Diesel,96.91
2021-07-06,Chennai,Diesel,93.91
2021-07-06,Kolkata,Diesel,92.27
2021-07-05,Delhi,Petrol,99.86
2021-07-05,Mumbai,Petrol,105.92
2021-07-05,Chennai,Petrol,100.75
2021-07-05,Kolkata,Petrol,99.84
2021-07-05,Delhi,Diesel,89.36
2021-07-05,Mumbai,Diesel,96.91
2021-07-05,Chennai,Diesel,93.91
2021-07-05,Kolkata,Diesel,92.27
2021-07-04,Delhi,Petrol,99.51
2021-07-04,Mumbai,Petrol,105.58
2021-07-04,Chennai,Petrol,100.44
2021-07-04,Kolkata,Petrol,99.45
2021-07-04,Delhi,Diesel,89.36
2021-07-04,Mumbai,Diesel,96.91
2021-07-04,Chennai,Diesel,93.91
2021-07-04,Kolkata,Diesel,92.27
2021-07-03,Delhi,Petrol,99.16
2021-07-03,Mumbai,Petrol,105.24
2021-07-03,Chennai,Petrol,100.13
2021-07-03,Kolkata,Petrol,99.04
2021-07-03,Delhi,Diesel,89.18
2021-07-03,Mumbai,Diesel,96.72
2021-07-03,Chennai,Diesel,93.72
2021-07-03,Kolkata,Diesel,92.03
2021-07-02,Delhi,Petrol,99.16
2021-07-02,Mumbai,Petrol,105.24
2021-07-02,Chennai,Petrol,100.13
2021-07-02,Kolkata,Petrol,99.04
2021-07-02,Delhi,Diesel,89.18
2021-07-02,Mumbai,Diesel,96.72
2021-07-02,Chennai,Diesel,93.72
2021-07-02,Kolkata,Diesel,92.03
2021-07-01,Delhi,Petrol,98.81
2021-07-01,Mumbai,Petrol,104.9
2021-07-01,Chennai,Petrol,99.8
2021-07-01,Kolkata,Petrol,98.64
2021-07-01,Delhi,Diesel,89.18
2021-07-01,Mumbai,Diesel,96.72
2021-07-01,Chennai,Diesel,93.72
2021-07-01,Kolkata,Diesel,92.03
2021-06-30,Delhi,Petrol,98.81
2021-06-30,Mumbai,Petrol,104.9
2021-06-30,Chennai,Petrol,99.8
2021-06-30,Kolkata,Petrol,98.64
2021-06-30,Delhi,Diesel,89.18
2021-06-30,Mumbai,Diesel,96.72
2021-06-30,Chennai,Diesel,93.72
2021-06-30,Kolkata,Diesel,92.03
2021-06-29,Delhi,Petrol,98.81
2021-06-29,Mumbai,Petrol,104.9
2021-06-29,Chennai,Petrol,99.8
2021-06-29,Kolkata,Petrol,98.64
2021-06-29,Delhi,Diesel,89.18
2021-06-29,Mumbai,Diesel,96.72
2021-06-29,Chennai,Diesel,93.72
2021-06-29,Kolkata,Diesel,92.03
2021-06-28,Delhi,Petrol,98.46
2021-06-28,Mumbai,Petrol,104.56
2021-06-28,Chennai,Petrol,99.49
2021-06-28,Kolkata,Petrol,98.3
2021-06-28,Delhi,Diesel,88.9
2021-06-28,Mumbai,Diesel,96.42
2021-06-28,Chennai,Diesel,93.46
2021-06-28,Kolkata,Diesel,91.75
2021-06-27,Delhi,Petrol,98.46
2021-06-27,Mumbai,Petrol,104.56
2021-06-27,Chennai,Petrol,99.49
2021-06-27,Kolkata,Petrol,98.3
2021-06-27,Delhi,Diesel,88.9
2021-06-27,Mumbai,Diesel,96.42
2021-06-27,Chennai,Diesel,93.46
2021-06-27,Kolkata,Diesel,91.75
2021-06-26,Delhi,Petrol,98.11
2021-06-26,Mumbai,Petrol,104.22
2021-06-26,Chennai,Petrol,99.19
2021-06-26,Kolkata,Petrol,97.97
2021-06-26,Delhi,Diesel,88.65
2021-06-26,Mumbai,Diesel,96.16
2021-06-26,Chennai,Diesel,93.23
2021-06-26,Kolkata,Diesel,91.5
2021-06-25,Delhi,Petrol,97.76
2021-06-25,Mumbai,Petrol,103.89
2021-06-25,Chennai,Petrol,98.88
2021-06-25,Kolkata,Petrol,97.63
2021-06-25,Delhi,Diesel,88.3
2021-06-25,Mumbai,Diesel,95.79
2021-06-25,Chennai,Diesel,92.89
2021-06-25,Kolkata,Diesel,91.15
2021-06-24,Delhi,Petrol,97.76
2021-06-24,Mumbai,Petrol,103.89
2021-06-24,Chennai,Petrol,98.88
2021-06-24,Kolkata,Petrol,97.63
2021-06-24,Delhi,Diesel,88.3
2021-06-24,Mumbai,Diesel,95.79
2021-06-24,Chennai,Diesel,92.89
2021-06-24,Kolkata,Diesel,91.15
2021-06-23,Delhi,Petrol,97.5
2021-06-23,Mumbai,Petrol,103.63
2021-06-23,Chennai,Petrol,98.65
2021-06-23,Kolkata,Petrol,97.38
2021-06-23,Delhi,Diesel,88.23
2021-06-23,Mumbai,Diesel,95.72
2021-06-23,Chennai,Diesel,92.83
2021-06-23,Kolkata,Diesel,91.08
2021-06-22,Delhi,Petrol,97.5
2021-06-22,Mumbai,Petrol,103.63
2021-06-22,Chennai,Petrol,98.65
2021-06-22,Kolkata,Petrol,97.38
2021-06-22,Delhi,Diesel,88.23
2021-06-22,Mumbai,Diesel,95.72
2021-06-22,Chennai,Diesel,92.83
2021-06-22,Kolkata,Diesel,91.08
2021-06-21,Delhi,Petrol,97.22
2021-06-21,Mumbai,Petrol,103.36
2021-06-21,Chennai,Petrol,98.4
2021-06-21,Kolkata,Petrol,97.12
2021-06-21,Delhi,Diesel,87.97
2021-06-21,Mumbai,Diesel,95.44
2021-06-21,Chennai,Diesel,92.58
2021-06-21,Kolkata,Diesel,90.82
2021-06-20,Delhi,Petrol,97.22
2021-06-20,Mumbai,Petrol,103.36
2021-06-20,Chennai,Petrol,98.4
2021-06-20,Kolkata,Petrol,97.12
2021-06-20,Delhi,Diesel,87.97
2021-06-20,Mumbai,Diesel,95.44
2021-06-20,Chennai,Diesel,92.58
2021-06-20,Kolkata,Diesel,90.82
2021-06-19,Delhi,Petrol,96.93
2021-06-19,Mumbai,Petrol,103.08
2021-06-19,Chennai,Petrol,98.14
2021-06-19,Kolkata,Petrol,96.84
2021-06-19,Delhi,Diesel,87.69
2021-06-19,Mumbai,Diesel,95.14
2021-06-19,Chennai,Diesel,92.31
2021-06-19,Kolkata,Diesel,90.54
2021-06-18,Delhi,Petrol,96.93
2021-06-18,Mumbai,Petrol,103.08
2021-06-18,Chennai,Petrol,98.14
2021-06-18,Kolkata,Petrol,96.84
2021-06-18,Delhi,Diesel,87.69
2021-06-18,Mumbai,Diesel,95.14
2021-06-18,Chennai,Diesel,92.31
2021-06-18,Kolkata,Diesel,90.54
2021-06-17,Delhi,Petrol,96.66
2021-06-17,Mumbai,Petrol,102.82
2021-06-17,Chennai,Petrol,97.91
2021-06-17,Kolkata,Petrol,96.58
2021-06-17,Delhi,Diesel,87.41
2021-06-17,Mumbai,Diesel,94.84
2021-06-17,Chennai,Diesel,92.04
2021-06-17,Kolkata,Diesel,90.25
2021-06-16,Delhi,Petrol,96.66
2021-06-16,Mumbai,Petrol,102.82
2021-06-16,Chennai,Petrol,97.91
2021-06-16,Kolkata,Petrol,96.58
2021-06-16,Delhi,Diesel,87.41
2021-06-16,Mumbai,Diesel,94.84
2021-06-16,Chennai,Diesel,92.04
2021-06-16,Kolkata,Diesel,90.25
2021-06-15,Delhi,Petrol,96.41
2021-06-15,Mumbai,Petrol,102.58
2021-06-15,Chennai,Petrol,97.69
2021-06-15,Kolkata,Petrol,96.34
2021-06-15,Delhi,Diesel,87.28
2021-06-15,Mumbai,Diesel,94.7
2021-06-15,Chennai,Diesel,91.92
2021-06-15,Kolkata,Diesel,90.12
2021-06-14,Delhi,Petrol,96.41
2021-06-14,Mumbai,Petrol,102.58
2021-06-14,Chennai,Petrol,97.69
2021-06-14,Kolkata,Petrol,96.34
2021-06-14,Delhi,Diesel,87.28
2021-06-14,Mumbai,Diesel,94.7
2021-06-14,Chennai,Diesel,91.92
2021-06-14,Kolkata,Diesel,90.12
2021-06-13,Delhi,Petrol,96.12
2021-06-13,Mumbai,Petrol,102.3
2021-06-13,Chennai,Petrol,97.43
2021-06-13,Kolkata,Petrol,96.06
2021-06-13,Delhi,Diesel,86.98
2021-06-13,Mumbai,Diesel,94.39
2021-06-13,Chennai,Diesel,91.64
2021-06-13,Kolkata,Diesel,89.83
2021-06-12,Delhi,Petrol,96.12
2021-06-12,Mumbai,Petrol,102.3
2021-06-12,Chennai,Petrol,97.43
2021-06-12,Kolkata,Petrol,96.06
2021-06-12,Delhi,Diesel,86.98
2021-06-12,Mumbai,Diesel,94.39
2021-06-12,Chennai,Diesel,91.64
2021-06-12,Kolkata,Diesel,89.83
2021-06-11,Delhi,Petrol,95.85
2021-06-11,Mumbai,Petrol,102.04
2021-06-11,Chennai,Petrol,97.19
2021-06-11,Kolkata,Petrol,95.8
2021-06-11,Delhi,Diesel,86.75
2021-06-11,Mumbai,Diesel,94.15
2021-06-11,Chennai,Diesel,91.42
2021-06-11,Kolkata,Diesel,89.6
2021-06-10,Delhi,Petrol,95.56
2021-06-10,Mumbai,Petrol,101.76
2021-06-10,Chennai,Petrol,96.94
2021-06-10,Kolkata,Petrol,95.52
2021-06-10,Delhi,Diesel,86.47
2021-06-10,Mumbai,Diesel,93.85
2021-06-10,Chennai,Diesel,91.15
2021-06-10,Kolkata,Diesel,89.32
2021-06-09,Delhi,Petrol,95.56
2021-06-09,Mumbai,Petrol,101.76
2021-06-09,Chennai,Petrol,96.94
2021-06-09,Kolkata,Petrol,95.52
2021-06-09,Delhi,Diesel,86.47
2021-06-09,Mumbai,Diesel,93.85
2021-06-09,Chennai,Diesel,91.15
2021-06-09,Kolkata,Diesel,89.32
2021-06-08,Delhi,Petrol,95.31
2021-06-08,Mumbai,Petrol,101.52
2021-06-08,Chennai,Petrol,96.71
2021-06-08,Kolkata,Petrol,95.28
2021-06-08,Delhi,Diesel,86.22
2021-06-08,Mumbai,Diesel,93.58
2021-06-08,Chennai,Diesel,90.92
2021-06-08,Kolkata,Diesel,89.07
2021-06-07,Delhi,Petrol,95.31
2021-06-07,Mumbai,Petrol,101.52
2021-06-07,Chennai,Petrol,96.71
2021-06-07,Kolkata,Petrol,95.28
2021-06-07,Delhi,Diesel,86.22
2021-06-07,Mumbai,Diesel,93.58
2021-06-07,Chennai,Diesel,90.92
2021-06-07,Kolkata,Diesel,89.07
2021-06-06,Delhi,Petrol,95.03
2021-06-06,Mumbai,Petrol,101.25
2021-06-06,Chennai,Petrol,96.47
2021-06-06,Kolkata,Petrol,95.02
2021-06-06,Delhi,Diesel,85.95
2021-06-06,Mumbai,Diesel,93.3
2021-06-06,Chennai,Diesel,90.66
2021-06-06,Kolkata,Diesel,88.8
2021-06-05,Delhi,Petrol,94.76
2021-06-05,Mumbai,Petrol,100.98
2021-06-05,Chennai,Petrol,96.23
2021-06-05,Kolkata,Petrol,94.76
2021-06-05,Delhi,Diesel,85.66
2021-06-05,Mumbai,Diesel,92.99
2021-06-05,Chennai,Diesel,90.38
2021-06-05,Kolkata,Diesel,88.51
2021-06-04,Delhi,Petrol,94.76
2021-06-04,Mumbai,Petrol,100.98
2021-06-04,Chennai,Petrol,96.23
2021-06-04,Kolkata,Petrol,94.76
2021-06-04,Delhi,Diesel,85.66
2021-06-04,Mumbai,Diesel,92.99
2021-06-04,Chennai,Diesel,90.38
2021-06-04,Kolkata,Diesel,88.51
2021-06-03,Delhi,Petrol,94.49
2021-06-03,Mumbai,Petrol,100.72
2021-06-03,Chennai,Petrol,95.99
2021-06-03,Kolkata,Petrol,94.5
2021-06-03,Delhi,Diesel,85.38
2021-06-03,Mumbai,Diesel,92.69
2021-06-03,Chennai,Diesel,90.12
2021-06-03,Kolkata,Diesel,88.23
2021-06-02,Delhi,Petrol,94.49
2021-06-02,Mumbai,Petrol,100.72
2021-06-02,Chennai,Petrol,95.99
2021-06-02,Kolkata,Petrol,94.5
2021-06-02,Delhi,Diesel,85.38
2021-06-02,Mumbai,Diesel,92.69
2021-06-02,Chennai,Diesel,90.12
2021-06-02,Kolkata,Diesel,88.23
2021-06-01,Delhi,Petrol,94.49
2021-06-01,Mumbai,Petrol,100.72
2021-06-01,Chennai,Petrol,95.99
2021-06-01,Kolkata,Petrol,94.5
2021-06-01,Delhi,Diesel,85.38
2021-06-01,Mumbai,Diesel,92.69
2021-06-01,Chennai,Diesel,90.12
2021-06-01,Kolkata,Diesel,88.23
2021-05-31,Delhi,Petrol,94.23
2021-05-31,Mumbai,Petrol,100.47
2021-05-31,Chennai,Petrol,95.76
2021-05-31,Kolkata,Petrol,94.25
2021-05-31,Delhi,Diesel,85.15
2021-05-31,Mumbai,Diesel,92.45
2021-05-31,Chennai,Diesel,89.9
2021-05-31,Kolkata,Diesel,88.0
2021-05-30,Delhi,Petrol,93.94
2021-05-30,Mumbai,Petrol,100.19
2021-05-30,Chennai,Petrol,95.51
2021-05-30,Kolkata,Petrol,93.97
2021-05-30,Delhi,Diesel,84.89
2021-05-30,Mumbai,Diesel,92.17
2021-05-30,Chennai,Diesel,89.65
2021-05-30,Kolkata,Diesel,87.74
2021-05-29,Delhi,Petrol,93.94
2021-05-29,Mumbai,Petrol,100.19
2021-05-29,Chennai,Petrol,95.51
2021-05-29,Kolkata,Petrol,93.97
2021-05-29,Delhi,Diesel,84.89
2021-05-29,Mumbai,Diesel,92.17
2021-05-29,Chennai,Diesel,89.65
2021-05-29,Kolkata,Diesel,87.74
2021-05-28,Delhi,Petrol,93.68
2021-05-28,Mumbai,Petrol,99.94
2021-05-28,Chennai,Petrol,95.28
2021-05-28,Kolkata,Petrol,93.72
2021-05-28,Delhi,Diesel,84.61
2021-05-28,Mumbai,Diesel,91.87
2021-05-28,Chennai,Diesel,89.39
2021-05-28,Kolkata,Diesel,87.46
2021-05-27,Delhi,Petrol,93.68
2021-05-27,Mumbai,Petrol,99.94
2021-05-27,Chennai,Petrol,95.28
2021-05-27,Kolkata,Petrol,93.72
2021-05-27,Delhi,Diesel,84.61
2021-05-27,Mumbai,Diesel,91.87
2021-05-27,Chennai,Diesel,89.39
2021-05-27,Kolkata,Diesel,87.46
2021-05-26,Delhi,Petrol,93.44
2021-05-26,Mumbai,Petrol,99.71
2021-05-26,Chennai,Petrol,95.06
2021-05-26,Kolkata,Petrol,93.49
2021-05-26,Delhi,Diesel,84.32
2021-05-26,Mumbai,Diesel,91.57
2021-05-26,Chennai,Diesel,89.11
2021-05-26,Kolkata,Diesel,87.16
2021-05-25,Delhi,Petrol,93.44
2021-05-25,Mumbai,Petrol,99.71
2021-05-25,Chennai,Petrol,95.06
2021-05-25,Kolkata,Petrol,93.49
2021-05-25,Delhi,Diesel,84.32
2021-05-25,Mumbai,Diesel,91.57
2021-05-25,Chennai,Diesel,89.11
2021-05-25,Kolkata,Diesel,87.16
2021-05-24,Delhi,Petrol,93.21
2021-05-24,Mumbai,Petrol,99.49
2021-05-24,Chennai,Petrol,94.86
2021-05-24,Kolkata,Petrol,93.27
2021-05-24,Delhi,Diesel,84.07
2021-05-24,Mumbai,Diesel,91.3
2021-05-24,Chennai,Diesel,88.87
2021-05-24,Kolkata,Diesel,86.91
2021-05-23,Delhi,Petrol,93.21
2021-05-23,Mumbai,Petrol,99.49
2021-05-23,Chennai,Petrol,94.86
2021-05-23,Kolkata,Petrol,93.27
2021-05-23,Delhi,Diesel,84.07
2021-05-23,Mumbai,Diesel,91.3
2021-05-23,Chennai,Diesel,88.87
2021-05-23,Kolkata,Diesel,86.91
2021-05-22,Delhi,Petrol,93.04
2021-05-22,Mumbai,Petrol,99.32
2021-05-22,Chennai,Petrol,94.71
2021-05-22,Kolkata,Petrol,93.11
2021-05-22,Delhi,Diesel,83.8
2021-05-22,Mumbai,Diesel,91.01
2021-05-22,Chennai,Diesel,88.62
2021-05-22,Kolkata,Diesel,86.64
2021-05-21,Delhi,Petrol,93.04
2021-05-21,Mumbai,Petrol,99.32
2021-05-21,Chennai,Petrol,94.71
2021-05-21,Kolkata,Petrol,93.11
2021-05-21,Delhi,Diesel,83.8
2021-05-21,Mumbai,Diesel,91.01
2021-05-21,Chennai,Diesel,88.62
2021-05-21,Kolkata,Diesel,86.64
2021-05-20,Delhi,Petrol,92.85
2021-05-20,Mumbai,Petrol,99.14
2021-05-20,Chennai,Petrol,94.54
2021-05-20,Kolkata,Petrol,92.92
2021-05-20,Delhi,Diesel,83.51
2021-05-20,Mumbai,Diesel,90.71
2021-05-20,Chennai,Diesel,88.34
2021-05-20,Kolkata,Diesel,86.35
2021-05-19,Delhi,Petrol,92.85
2021-05-19,Mumbai,Petrol,99.14
2021-05-19,Chennai,Petrol,94.54
2021-05-19,Kolkata,Petrol,92.92
2021-05-19,Delhi,Diesel,83.51
2021-05-19,Mumbai,Diesel,90.71
2021-05-19,Chennai,Diesel,88.34
2021-05-19,Kolkata,Diesel,86.35
2021-05-18,Delhi,Petrol,92.85
2021-05-18,Mumbai,Petrol,99.14
2021-05-18,Chennai,Petrol,94.54
2021-05-18,Kolkata,Petrol,92.92
2021-05-18,Delhi,Diesel,83.51
2021-05-18,Mumbai,Diesel,90.71
2021-05-18,Chennai,Diesel,88.34
2021-05-18,Kolkata,Diesel,86.35
2021-05-17,Delhi,Petrol,92.58
2021-05-17,Mumbai,Petrol,98.88
2021-05-17,Chennai,Petrol,94.31
2021-05-17,Kolkata,Petrol,92.67
2021-05-17,Delhi,Diesel,83.22
2021-05-17,Mumbai,Diesel,90.4
2021-05-17,Chennai,Diesel,88.07
2021-05-17,Kolkata,Diesel,86.06
2021-05-16,Delhi,Petrol,92.58
2021-05-16,Mumbai,Petrol,98.88
2021-05-16,Chennai,Petrol,94.31
2021-05-16,Kolkata,Petrol,92.67
2021-05-16,Delhi,Diesel,83.22
2021-05-16,Mumbai,Diesel,90.4
2021-05-16,Chennai,Diesel,88.07
2021-05-16,Kolkata,Diesel,86.06
2021-05-15,Delhi,Petrol,92.34
2021-05-15,Mumbai,Petrol,98.65
2021-05-15,Chennai,Petrol,94.09
2021-05-15,Kolkata,Petrol,92.44
2021-05-15,Delhi,Diesel,82.95
2021-05-15,Mumbai,Diesel,90.11
2021-05-15,Chennai,Diesel,87.81
2021-05-15,Kolkata,Diesel,85.79
2021-05-14,Delhi,Petrol,92.34
2021-05-14,Mumbai,Petrol,98.65
2021-05-14,Chennai,Petrol,94.09
2021-05-14,Kolkata,Petrol,92.44
2021-05-14,Delhi,Diesel,82.95
2021-05-14,Mumbai,Diesel,90.11
2021-05-14,Chennai,Diesel,87.81
2021-05-14,Kolkata,Diesel,85.79
2021-05-13,Delhi,Petrol,92.05
2021-05-13,Mumbai,Petrol,98.36
2021-05-13,Chennai,Petrol,93.84
2021-05-13,Kolkata,Petrol,92.16
2021-05-13,Delhi,Diesel,82.61
2021-05-13,Mumbai,Diesel,89.75
2021-05-13,Chennai,Diesel,87.49
2021-05-13,Kolkata,Diesel,85.45
2021-05-12,Delhi,Petrol,92.05
2021-05-12,Mumbai,Petrol,98.36
2021-05-12,Chennai,Petrol,93.84
2021-05-12,Kolkata,Petrol,92.16
2021-05-12,Delhi,Diesel,82.61
2021-05-12,Mumbai,Diesel,89.75
2021-05-12,Chennai,Diesel,87.49
2021-05-12,Kolkata,Diesel,85.45
2021-05-11,Delhi,Petrol,91.8
2021-05-11,Mumbai,Petrol,98.12
2021-05-11,Chennai,Petrol,93.62
2021-05-11,Kolkata,Petrol,91.92
2021-05-11,Delhi,Diesel,82.36
2021-05-11,Mumbai,Diesel,89.48
2021-05-11,Chennai,Diesel,87.25
2021-05-11,Kolkata,Diesel,85.2
2021-05-10,Delhi,Petrol,91.53
2021-05-10,Mumbai,Petrol,97.86
2021-05-10,Chennai,Petrol,93.38
2021-05-10,Kolkata,Petrol,91.66
2021-05-10,Delhi,Diesel,82.06
2021-05-10,Mumbai,Diesel,89.17
2021-05-10,Chennai,Diesel,86.96
2021-05-10,Kolkata,Diesel,84.9
2021-05-09,Delhi,Petrol,91.27
2021-05-09,Mumbai,Petrol,97.61
2021-05-09,Chennai,Petrol,93.15
2021-05-09,Kolkata,Petrol,91.41
2021-05-09,Delhi,Diesel,81.73
2021-05-09,Mumbai,Diesel,88.82
2021-05-09,Chennai,Diesel,86.65
2021-05-09,Kolkata,Diesel,84.57
2021-05-08,Delhi,Petrol,91.27
2021-05-08,Mumbai,Petrol,97.61
2021-05-08,Chennai,Petrol,93.15
2021-05-08,Kolkata,Petrol,91.41
2021-05-08,Delhi,Diesel,81.73
2021-05-08,Mumbai,Diesel,88.82
2021-05-08,Chennai,Diesel,86.65
2021-05-08,Kolkata,Diesel,84.57
2021-05-07,Delhi,Petrol,91.27
2021-05-07,Mumbai,Petrol,97.61
2021-05-07,Chennai,Petrol,93.15
2021-05-07,Kolkata,Petrol,91.41
2021-05-07,Delhi,Diesel,81.73
2021-05-07,Mumbai,Diesel,88.82
2021-05-07,Chennai,Diesel,86.65
2021-05-07,Kolkata,Diesel,84.57
2021-05-06,Delhi,Petrol,90.99
2021-05-06,Mumbai,Petrol,97.34
2021-05-06,Chennai,Petrol,92.9
2021-05-06,Kolkata,Petrol,91.14
2021-05-06,Delhi,Diesel,81.42
2021-05-06,Mumbai,Diesel,88.49
2021-05-06,Chennai,Diesel,86.35
2021-05-06,Kolkata,Diesel,84.26
2021-05-05,Delhi,Petrol,90.74
2021-05-05,Mumbai,Petrol,97.12
2021-05-05,Chennai,Petrol,92.7
2021-05-05,Kolkata,Petrol,90.92
2021-05-05,Delhi,Diesel,81.12
2021-05-05,Mumbai,Diesel,88.19
